2.095697e-01 6.694149e-02
2.524473e-01 8.805321e-02
2.985753e-01 1.130696e-01
3.468788e-01 1.420958e-01
3.962319e-01 1.750999e-01
4.454839e-01 2.119094e-01
4.934861e-01 2.522132e-01
5.391177e-01 2.955653e-01
5.813119e-01 3.413940e-01
6.190798e-01 3.890136e-01
6.515328e-01 4.376397e-01
6.779022e-01 4.864069e-01
6.975562e-01 5.343897e-01
7.100131e-01 5.806244e-01
7.149515e-01 6.241331e-01
7.122155e-01 6.639483e-01
7.018176e-01 6.991371e-01
6.839356e-01 7.288261e-01
6.589075e-01 7.522240e-01
6.272206e-01 7.686434e-01
5.894993e-01 7.775200e-01
5.464876e-01 7.784295e-01
4.990303e-01 7.711005e-01
4.480512e-01 7.554254e-01
3.945303e-01 7.314656e-01
3.394787e-01 6.994548e-01
2.839141e-01 6.597962e-01
2.288359e-01 6.130577e-01
1.752010e-01 5.599614e-01
1.239010e-01 5.013705e-01
7.574102e-02 4.382720e-01
3.142149e-02 3.717574e-01
-8.477865e-03 3.029994e-01
-4.351053e-02 2.332278e-01
-7.337219e-02 1.637027e-01
-9.790606e-02 9.568824e-02
-1.646631e-01 1.100450e-01
-1.974735e-01 1.828599e-01
-2.352596e-01 2.545532e-01
-2.774177e-01 3.236152e-01
-3.231806e-01 3.886212e-01
-3.716361e-01 4.482629e-01
-4.217488e-01 5.013759e-01
-4.723857e-01 5.469640e-01
-5.223441e-01 5.842195e-01
-5.703827e-01 6.125380e-01
-6.152530e-01 6.315295e-01
-6.557316e-01 6.410231e-01
-6.906528e-01 6.410671e-01
-7.189394e-01 6.319235e-01
-7.396320e-01 6.140579e-01
-7.519161e-01 5.881238e-01
-7.551451e-01 5.549435e-01
-7.488604e-01 5.154843e-01
-7.328066e-01 4.708321e-01
-7.069418e-01 4.221620e-01
-6.714433e-01 3.707071e-01
-6.267076e-01 3.177265e-01
-5.733455e-01 2.644730e-01
-5.121718e-01 2.121612e-01
-4.441899e-01 1.619368e-01
-3.705719e-01 1.148490e-01
-2.926349e-01 7.182410e-02
-2.118127e-01 3.364424e-02
-3.409662e-01 3.690865e-02
-3.698474e-01 3.405529e-02
-3.936944e-01 2.886439e-02
-4.120219e-01 2.178133e-02
-4.244561e-01 1.330621e-02
-4.307428e-01 3.979232e-03
-4.307535e-01 -5.634887e-03
-4.244881e-01 -1.496320e-02
-4.120751e-01 -2.344100e-02
-3.937687e-01 -3.052808e-02
-3.699427e-01 -3.572434e-02
-3.410823e-01 -3.858440e-02
-2.113599e-01 -3.512043e-02
-2.921486e-01 -7.326914e-02
-3.700532e-01 -1.162603e-01
-4.436399e-01 -1.633121e-01
-5.115918e-01 -2.134978e-01
-5.727369e-01 -2.657685e-01
-6.260717e-01 -3.189784e-01
-6.707817e-01 -3.719130e-01
-7.062563e-01 -4.233194e-01
-7.320988e-01 -4.719385e-01
-7.481323e-01 -5.165374e-01
-7.543986e-01 -5.559408e-01
-7.511533e-01 -5.890630e-01
-7.388553e-01 -6.149366e-01
-7.181510e-01 -6.327395e-01
-6.898553e-01 -6.418180e-01
-6.549276e-01 -6.417067e-01
-6.144452e-01 -6.321436e-01
-5.695741e-01 -6.130805e-01
-5.215377e-01 -5.846883e-01
-4.715846e-01 -5.473573e-01
-4.209564e-01 -5.016915e-01
-3.708558e-01 -4.484991e-01
-3.224160e-01 -3.887761e-01
-2.766725e-01 -3.236871e-01
-2.345378e-01 -2.545407e-01
-1.967790e-01 -1.827614e-01
-1.640001e-01 -1.098592e-01
-9.795613e-02 -9.677981e-02
-7.335851e-02 -1.648068e-01
-4.344085e-02 -2.343056e-01
-8.364814e-03 -3.040122e-01
3.156049e-02 -3.726672e-01
7.588401e-02 -4.390426e-01
1.240219e-01 -5.019682e-01
1.752700e-01 -5.603560e-01
2.288201e-01 -6.132229e-01
2.837781e-01 -6.597103e-01
3.391854e-01 -6.991013e-01
3.940418e-01 -7.308337e-01
4.473295e-01 -7.545100e-01
4.980380e-01 -7.699024e-01
5.451890e-01 -7.769554e-01
5.878610e-01 -7.757825e-01
6.252123e-01 -7.666604e-01
6.565027e-01 -7.500187e-01
6.811124e-01 -7.264263e-01
6.985588e-01 -6.965746e-01
7.085093e-01 -6.612581e-01
7.107917e-01 -6.213531e-01
7.053993e-01 -5.777940e-01
6.924935e-01 -5.315496e-01
6.724016e-01 -4.835978e-01
6.456106e-01 -4.349016e-01
6.127574e-01 -3.863854e-01
5.746151e-01 -3.389123e-01
5.320764e-01 -2.932641e-01
4.861334e-01 -2.501232e-01
4.378554e-01 -2.100575e-01
3.883650e-01 -1.735088e-01
3.388116e-01 -1.407842e-01
2.903461e-01 -1.120514e-01
2.440934e-01 -8.733833e-02
2.011268e-01 -6.653532e-02
2.768046e-01 -7.090961e-02
3.304411e-01 -6.561052e-02
3.747283e-01 -5.597027e-02
4.087653e-01 -4.281602e-02
4.318573e-01 -2.707651e-02
4.435326e-01 -9.754984e-03
4.435524e-01 8.099808e-03
4.319167e-01 2.542382e-02
4.088640e-01 4.116831e-02
3.748663e-01 5.433002e-02
3.306180e-01 6.398022e-02
2.770202e-01 6.929176e-02
